1,10,100
1,10,100
1,10,100
1,10,100
1,10,100
1,10,100
1,10,100
1,10,100
1,10,100
1,10,100
1,10,100
1,10,100
1,10,100
1,10,100
1,10,100
1,10,100
1,10,100
1,10,100
1,10,100
1,10,100
1,10,100
1,10,100
1,10,100
1,10,100
1,10,100
1,10,100
1,10,100
1,10,100
1,10,100
1,10,100
1,10,100
1,10,100
1,10,100
1,10,100
1,10,100
1,10,100
1,10,100
1,10,100
1,10,100
1,10,100
1,10,100
1,10,100
1,10,100
1,10,100
1,10,100
1,10,100
1,10,100
1,10,100
1,10,100
1,10,100
1,10,100
1,10,100
1,10,100
1,10,100
1,10,100
1,10,100
1,10,100
1,10,100
1,10,100
1,10,100
1,10,100
1,10,100
1,10,100
1,10,100
1,10,100
1,10,100
1,10,100
1,10,100
1,10,100
1,10,100
1,10,100
1,10,100
1,10,100
1,10,100
1,10,100
1,10,100
1,10,100
1,10,100
1,10,100
1,10,100
1,10,100
1,10,100
1,10,100
1,10,100
1,10,100
1,10,100
1,10,100
1,10,100
1,10,100
1,10,100
1,10,100
1,10,100
1,10,100
1,10,100
1,10,100
1,10,100
1,10,100
1,10,100
1,10,100
1,10,100
1,10,100
20,200,2000
20,200,2000
20,200,2000
20,200,2000
20,200,2000
20,200,2000
20,200,2000
20,200,2000
20,200,2000
20,200,2000
20,200,2000
20,200,2000
20,200,2000
20,200,2000
20,200,2000
20,200,2000
20,200,2000
20,200,2000
20,200,2000
20,200,2000
20,200,2000
20,200,2000
20,200,2000
20,200,2000
20,200,2000
20,200,2000
20,200,2000
20,200,2000
20,200,2000
20,200,2000
20,200,2000
20,200,2000
20,200,2000
20,200,2000
20,200,2000
20,200,2000
20,200,2000
20,200,2000
20,200,2000
20,200,2000
20,200,2000
20,200,2000
20,200,2000
20,200,2000
20,200,2000
20,200,2000
20,200,2000
20,200,2000
20,200,2000
20,200,2000
20,200,2000
20,200,2000
20,200,2000
20,200,2000
20,200,2000
20,200,2000
20,200,2000
20,200,2000
20,200,2000
20,200,2000
20,200,2000
20,200,2000
20,200,2000
20,200,2000
20,200,2000
20,200,2000
20,200,2000
20,200,2000
20,200,2000
20,200,2000
20,200,2000
20,200,2000
20,200,2000
20,200,2000
20,200,2000
20,200,2000
20,200,2000
20,200,2000
20,200,2000
20,200,2000
20,200,2000
20,200,2000
20,200,2000
20,200,2000
20,200,2000
20,200,2000
20,200,2000
20,200,2000
20,200,2000
20,200,2000
20,200,2000
20,200,2000
20,200,2000
20,200,2000
20,200,2000
20,200,2000
20,200,2000
20,200,2000
20,200,2000
20,200,2000
20,200,2000
400,4000,40000
400,4000,40000
400,4000,40000
400,4000,40000
400,4000,40000
400,4000,40000
400,4000,40000
400,4000,40000
400,4000,40000
400,4000,40000
400,4000,40000
400,4000,40000
400,4000,40000
400,4000,40000
400,4000,40000
400,4000,40000
400,4000,40000
400,4000,40000
400,4000,40000
400,4000,40000
400,4000,40000
400,4000,40000
400,4000,40000
400,4000,40000
400,4000,40000
400,4000,40000
400,4000,40000
400,4000,40000
400,4000,40000
400,4000,40000
400,4000,40000
400,4000,40000
400,4000,40000
400,4000,40000
400,4000,40000
400,4000,40000
400,4000,40000
400,4000,40000
400,4000,40000
400,4000,40000
400,4000,40000
400,4000,40000
400,4000,40000
400,4000,40000
400,4000,40000
400,4000,40000
400,4000,40000
400,4000,40000
400,4000,40000
400,4000,40000
400,4000,40000
400,4000,40000
400,4000,40000
400,4000,40000
400,4000,40000
400,4000,40000
400,4000,40000
400,4000,40000
400,4000,40000
400,4000,40000
400,4000,40000
400,4000,40000
400,4000,40000
400,4000,40000
400,4000,40000
400,4000,40000
400,4000,40000
400,4000,40000
400,4000,40000
400,4000,40000
400,4000,40000
400,4000,40000
400,4000,40000
400,4000,40000
400,4000,40000
400,4000,40000
400,4000,40000
400,4000,40000
400,4000,40000
400,4000,40000
400,4000,40000
400,4000,40000
400,4000,40000
400,4000,40000
400,4000,40000
400,4000,40000
400,4000,40000
400,4000,40000
400,4000,40000
400,4000,40000
400,4000,40000
400,4000,40000
400,4000,40000
400,4000,40000
400,4000,40000
400,4000,40000
400,4000,40000
400,4000,40000
400,4000,40000
400,4000,40000
400,4000,40000
8000,80000,800000
8000,80000,800000
8000,80000,800000
8000,80000,800000
8000,80000,800000
8000,80000,800000
8000,80000,800000
8000,80000,800000
8000,80000,800000
8000,80000,800000
8000,80000,800000
8000,80000,800000
8000,80000,800000
8000,80000,800000
8000,80000,800000
8000,80000,800000
8000,80000,800000
8000,80000,800000
8000,80000,800000
8000,80000,800000
8000,80000,800000
8000,80000,800000
8000,80000,800000
8000,80000,800000
8000,80000,800000
8000,80000,800000
8000,80000,800000
8000,80000,800000
8000,80000,800000
8000,80000,800000
8000,80000,800000
8000,80000,800000
8000,80000,800000
8000,80000,800000
8000,80000,800000
8000,80000,800000
8000,80000,800000
8000,80000,800000
8000,80000,800000
8000,80000,800000
8000,80000,800000
8000,80000,800000
8000,80000,800000
8000,80000,800000
8000,80000,800000
8000,80000,800000
8000,80000,800000
8000,80000,800000
8000,80000,800000
8000,80000,800000
8000,80000,800000
8000,80000,800000
8000,80000,800000
8000,80000,800000
